"","...1","Plot","age","id_observation","id_releve","code_perso","date_releve_deb","x_l93","y_l93","lon_wgs84","lat_wgs84","lieudit","alti_calc","rec_total_pl","rec_arbu_pl","rec_sarb_pl","rec_herba_pl","rec_crypto_pl","substr_roch_pl","substr_bloc_pl","substr_cail_pl","substr_terr_pl","substr_grav_pl","substr_sabl_pl","substr_liti_pl","nom_cite","cd_nom","nom_complet","cd_ref","nom_reconnu_ss_auteur","nom_reconnu","famille","recouvrement_sp","hauteur_veg","facilitation","BSC","compet","nurse","reprod","comment","meta_comm","Site","ageChronoG","ageChronoG2","Vielle_repro"
"35",6,"S1-01",13,24793226,8659402,"Band : 1","7/21/2020",948722.89,6457400.15,6.16692,45.17101,"Glacier de Saint-Sorlin",2707,"<5% (2%)",NA,NA,NA,NA,">75% (98%)","10-25% (19%)","50-75% (50%)",NA,"25-50% (29%)","10-25% (10%)",NA,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","+","8",NA,NA,NA,NA,"1",NA,"ROCVEG : S1-01 ; Band : 1 ; Time : 14:18 ; Soil crust : + ; Moss : + ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","12-19 years","7-13 years",NA
"36",6,"T03",174,33524139,10401733,"Band : LIA","7/11/2019",1005752.63,6552175.17,6.9523333,46.00043,"Glacier du Tour",1502,">75% (90%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Carex pallescens L., 1753",88747,"Carex pallescens L., 1753",88747,"Carex pallescens","Carex pallescens L., 1753","Cyperaceae","1","30",NA,NA,NA,NA,NA,NA,"ROCVEG : T03 ; Band : LIA ; Time : NA ; Soil crust : 0% ; Moss : 0% ; Cyanobact : 0% ; Lichen : 0% ; BSC : NA ; Photo number : NA","Tour","LIA - Control","LIA - Control",NA
"37",7,"B1_04",6.5,34900911,10971337,"Band : B1","7/19/2019",968555.39,6432149.38,6.405282492,44.93642267,"Glacier Blanc",2527,NA,"<5% (0%)","<5% (0%)","25-50% (31%)","<5% (0%)",NA,"25-50% (25%)","10-25% (20%)",NA,"10-25% (14%)","5-10% (3%)","<5% (0%)","Leucanthemopsis alpina",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina","Leucanthemopsis alpina (L.) Heywood, 1975","Asteraceae","0,166666667",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 7 ; Blocs : 25 ; Cailloux : 20 ; Graviers : 14 ; Sable : 3 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 31 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2012 ; Age : 7","Glacier Blanc","0-7 yrs","0-7 yrs",NA
"38",7,"GB-01",58.5,24802829,8661042,"Band : B","8/10/2020",983706.88,6474710.88,6.62188,45.3132,"Glacier de G<e9>broulaz",2585,"50-75% (60%)",NA,NA,NA,NA,"25-50% (38%)","25-50% (27%)","10-25% (10%)",NA,"<5% (1%)","<5% (0%)",NA,"Achillea nana L., 1753",79913,"Achillea nana L., 1753",79913,"Achillea nana","Achillea nana L., 1753","Asteraceae","8","4",NA,NA,NA,NA,"1",NA,"ROCVEG : GB-01 ; Band : B ; Time : 11:43 ; Soil crust : 2 ; Moss : 50 ; Cyanobact : 50 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"39",7,"O104",14,36714425,12117901,"Band : 2","8/27/2020",1014846.61,6552607.5,7.06997,46.00016,"Glacier d'Orny",NA,"5-10% (7%)",NA,NA,NA,NA,">75% (95%)","10-25% (13%)","25-50% (31%)",NA,"25-50% (40%)","5-10% (8%)",NA,"Saxifraga bryoides L., 1753",120988,"Saxifraga bryoides L., 1753",120988,"Saxifraga bryoides","Saxifraga bryoides L., 1753","Saxifragaceae","+","1",NA,NA,NA,NA,"1",NA,"ROCVEG : O104 ; Band : 2 ; Time : 15:28 ; Soil crust : 1 ; Moss : 1000 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","12-19 years","7-13 years",NA
"40",7,"P01",169,33521636,10400805,"Band : LIA","7/8/2019",1000689.4,6540557.22,6.8796167,45.8982,"Glacier des P<e9>lerins",2118,">75% (80%)",NA,NA,NA,NA,"10-25% (15%)","5-10% (7%)","5-10% (7%)",NA,"<5% (1%)",NA,NA,"Scorzoneroides pyrenaica (Gouan) Holub, 1977",611356,"Scorzoneroides pyrenaica (Gouan) Holub, 1977",611356,"Scorzoneroides pyrenaica","Scorzoneroides pyrenaica (Gouan) Holub, 1977","Asteraceae","5","10",NA,NA,NA,NA,NA,NA,"ROCVEG : P01 ; Band : LIA ; Time : NA ; Soil crust : 5% ; Moss : 3% ; Cyanobact : NA ; Lichen : 2% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","LIA - Control",NA
"41",7,"S1-01",13,24793229,8659402,"Band : 1","7/21/2020",948722.89,6457400.15,6.16692,45.17101,"Glacier de Saint-Sorlin",2707,"<5% (2%)",NA,NA,NA,NA,">75% (98%)","10-25% (19%)","50-75% (50%)",NA,"25-50% (29%)","10-25% (10%)",NA,"Doronicum grandiflorum Lam., 1786",95225,"Doronicum grandiflorum Lam., 1786",95225,"Doronicum grandiflorum","Doronicum grandiflorum Lam., 1786","Asteraceae","+","3",NA,NA,NA,NA,"0",NA,"ROCVEG : S1-01 ; Band : 1 ; Time : 14:18 ; Soil crust : + ; Moss : + ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","12-19 years","7-13 years",NA
"42",7,"T03",174,33524131,10401733,"Band : LIA","7/11/2019",1005752.63,6552175.17,6.9523333,46.00043,"Glacier du Tour",1502,">75% (90%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Dryopteris filix-mas (L.) Schott, 1834",95567,"Dryopteris filix-mas (L.) Schott, 1834",95567,"Dryopteris filix-mas","Dryopteris filix-mas (L.) Schott, 1834","Dryopteridaceae","20","80",NA,NA,NA,NA,NA,NA,"ROCVEG : T03 ; Band : LIA ; Time : NA ; Soil crust : 0% ; Moss : 0% ; Cyanobact : 0% ; Lichen : 0% ; BSC : NA ; Photo number : NA","Tour","LIA - Control","LIA - Control",NA
"43",8,"B1_04",6.5,34900912,10971337,"Band : B1","7/19/2019",968555.39,6432149.38,6.405282492,44.93642267,"Glacier Blanc",2527,NA,"<5% (0%)","<5% (0%)","25-50% (31%)","<5% (0%)",NA,"25-50% (25%)","10-25% (20%)",NA,"10-25% (14%)","5-10% (3%)","<5% (0%)","Poa cenisia",114151,"Poa cenisia All., 1789",114151,"Poa cenisia","Poa cenisia All., 1789","Poaceae","6",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 7 ; Blocs : 25 ; Cailloux : 20 ; Graviers : 14 ; Sable : 3 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 31 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2012 ; Age : 7","Glacier Blanc","0-7 yrs","0-7 yrs",NA
"44",8,"GB-01",58.5,24802842,8661042,"Band : B","8/10/2020",983706.88,6474710.88,6.62188,45.3132,"Glacier de G<e9>broulaz",2585,"50-75% (60%)",NA,NA,NA,NA,"25-50% (38%)","25-50% (27%)","10-25% (10%)",NA,"<5% (1%)","<5% (0%)",NA,"Pritzelago alpina (L.) Kuntze, 1891",115967,"Pritzelago alpina (L.) Kuntze, 1891",103018,"Hornungia alpina","Hornungia alpina (L.) O.Appel, 1997","Brassicaceae","+","2",NA,NA,NA,NA,"0",NA,"ROCVEG : GB-01 ; Band : B ; Time : 11:43 ; Soil crust : 2 ; Moss : 50 ; Cyanobact : 50 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"45",8,"O104",14,36714424,12117901,"Band : 2","8/27/2020",1014846.61,6552607.5,7.06997,46.00016,"Glacier d'Orny",NA,"5-10% (7%)",NA,NA,NA,NA,">75% (95%)","10-25% (13%)","25-50% (31%)",NA,"25-50% (40%)","5-10% (8%)",NA,"Silene exscapa All., 1785",123478,"Silene exscapa All., 1785",141110,"Silene acaulis subsp. bryoides","Silene acaulis subsp. bryoides (Jord.) Nyman, 1878","Caryophyllaceae","1","1",NA,NA,NA,NA,"1",NA,"ROCVEG : O104 ; Band : 2 ; Time : 15:28 ; Soil crust : 1 ; Moss : 1000 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","12-19 years","7-13 years",NA
"46",8,"P01",169,33521637,10400805,"Band : LIA","7/8/2019",1000689.4,6540557.22,6.8796167,45.8982,"Glacier des P<e9>lerins",2118,">75% (80%)",NA,NA,NA,NA,"10-25% (15%)","5-10% (7%)","5-10% (7%)",NA,"<5% (1%)",NA,NA,"Anthoxanthum alpinum <c1>.L<f6>ve & D.L<f6>ve, 1948",82914,"Anthoxanthum alpinum <c1>.L<f6>ve & D.L<f6>ve, 1948",82914,"Anthoxanthum alpinum","Anthoxanthum alpinum <c1>.L<f6>ve & D.L<f6>ve, 1948","Poaceae","2","15",NA,NA,NA,NA,NA,NA,"ROCVEG : P01 ; Band : LIA ; Time : NA ; Soil crust : 5% ; Moss : 3% ; Cyanobact : NA ; Lichen : 2% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","LIA - Control",NA
"47",8,"S1-01",13,24793230,8659402,"Band : 1","7/21/2020",948722.89,6457400.15,6.16692,45.17101,"Glacier de Saint-Sorlin",2707,"<5% (2%)",NA,NA,NA,NA,">75% (98%)","10-25% (19%)","50-75% (50%)",NA,"25-50% (29%)","10-25% (10%)",NA,"Cystopteris fragilis (L.) Bernh., 1805",94066,"Cystopteris fragilis (L.) Bernh., 1805",94066,"Cystopteris fragilis","Cystopteris fragilis (L.) Bernh., 1805","Cystopteridaceae","+","2",NA,NA,NA,NA,"0",NA,"ROCVEG : S1-01 ; Band : 1 ; Time : 14:18 ; Soil crust : + ; Moss : + ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","12-19 years","7-13 years",NA
"48",8,"T03",174,33524148,10401733,"Band : LIA","7/11/2019",1005752.63,6552175.17,6.9523333,46.00043,"Glacier du Tour",1502,">75% (90%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Veronica officinalis L., 1753",128938,"Veronica officinalis L., 1753",128938,"Veronica officinalis","Veronica officinalis L., 1753","Plantaginaceae","4","7",NA,NA,NA,NA,NA,NA,"ROCVEG : T03 ; Band : LIA ; Time : NA ; Soil crust : 0% ; Moss : 0% ; Cyanobact : 0% ; Lichen : 0% ; BSC : NA ; Photo number : NA","Tour","LIA - Control","LIA - Control",NA
"49",9,"B1_04",6.5,34900913,10971337,"Band : B1","7/19/2019",968555.39,6432149.38,6.405282492,44.93642267,"Glacier Blanc",2527,NA,"<5% (0%)","<5% (0%)","25-50% (31%)","<5% (0%)",NA,"25-50% (25%)","10-25% (20%)",NA,"10-25% (14%)","5-10% (3%)","<5% (0%)","Poa laxa",114262,"Poa laxa Haenke, 1791",114262,"Poa laxa","Poa laxa Haenke, 1791","Poaceae","0,166666667",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 7 ; Blocs : 25 ; Cailloux : 20 ; Graviers : 14 ; Sable : 3 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 31 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2012 ; Age : 7","Glacier Blanc","0-7 yrs","0-7 yrs",NA
"50",9,"GB-01",58.5,24802835,8661042,"Band : B","8/10/2020",983706.88,6474710.88,6.62188,45.3132,"Glacier de G<e9>broulaz",2585,"50-75% (60%)",NA,NA,NA,NA,"25-50% (38%)","25-50% (27%)","10-25% (10%)",NA,"<5% (1%)","<5% (0%)",NA,"Gnaphalium supinum L., 1768",100515,"Gnaphalium supinum L., 1768",110063,"Omalotheca supina","Omalotheca supina (L.) DC., 1838","Asteraceae","+","2",NA,NA,NA,NA,"1",NA,"ROCVEG : GB-01 ; Band : B ; Time : 11:43 ; Soil crust : 2 ; Moss : 50 ; Cyanobact : 50 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"51",9,"O104",14,36714423,12117901,"Band : 2","8/27/2020",1014846.61,6552607.5,7.06997,46.00016,"Glacier d'Orny",NA,"5-10% (7%)",NA,NA,NA,NA,">75% (95%)","10-25% (13%)","25-50% (31%)",NA,"25-50% (40%)","5-10% (8%)",NA,"Ranunculus glacialis L., 1753",117043,"Ranunculus glacialis L., 1753",117043,"Ranunculus glacialis","Ranunculus glacialis L., 1753","Ranunculaceae","+","1",NA,NA,NA,NA,"1",NA,"ROCVEG : O104 ; Band : 2 ; Time : 15:28 ; Soil crust : 1 ; Moss : 1000 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","12-19 years","7-13 years",NA
"52",9,"P01",169,33521640,10400805,"Band : LIA","7/8/2019",1000689.4,6540557.22,6.8796167,45.8982,"Glacier des P<e9>lerins",2118,">75% (80%)",NA,NA,NA,NA,"10-25% (15%)","5-10% (7%)","5-10% (7%)",NA,"<5% (1%)",NA,NA,"Lotus alpinus (DC.) Schleich. ex Ramond, 1825",106630,"Lotus alpinus (DC.) Schleich. ex Ramond, 1825",137438,"Lotus corniculatus subsp. alpinus","Lotus corniculatus subsp. alpinus (DC.) Rothm., 1963","Fabaceae","12","5",NA,NA,NA,NA,NA,NA,"ROCVEG : P01 ; Band : LIA ; Time : NA ; Soil crust : 5% ; Moss : 3% ; Cyanobact : NA ; Lichen : 2% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","LIA - Control",NA
"53",9,"S1-02",11,24792850,8659326,"Band : 1","7/21/2020",948858.78,6457089.94,6.16849,45.16817,"Glacier de Saint-Sorlin",2710,"5-10% (9%)",NA,NA,NA,NA,">75% (91%)","5-10% (9%)","25-50% (40%)",NA,"25-50% (32%)","<5% (2%)",NA,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",134114,"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",134114,"Epilobium dodonaei subsp. fleischeri","Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923","Onagraceae","+","6",NA,NA,NA,NA,"0",NA,"ROCVEG : S1-02 ; Band : 1 ; Time : 11:46 ; Soil crust : + ; Moss : + ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","7-12 years","7-13 years",NA
"54",9,"T03",174,33524150,10401733,"Band : LIA","7/11/2019",1005752.63,6552175.17,6.9523333,46.00043,"Glacier du Tour",1502,">75% (90%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Veronica urticifolia Jacq., 1773",129033,"Veronica urticifolia Jacq., 1773",129033,"Veronica urticifolia","Veronica urticifolia Jacq., 1773","Plantaginaceae","0.1","10",NA,NA,NA,NA,NA,NA,"ROCVEG : T03 ; Band : LIA ; Time : NA ; Soil crust : 0% ; Moss : 0% ; Cyanobact : 0% ; Lichen : 0% ; BSC : NA ; Photo number : NA","Tour","LIA - Control","LIA - Control",NA
"55",10,"B1_04",6.5,34900914,10971337,"Band : B1","7/19/2019",968555.39,6432149.38,6.405282492,44.93642267,"Glacier Blanc",2527,NA,"<5% (0%)","<5% (0%)","25-50% (31%)","<5% (0%)",NA,"25-50% (25%)","10-25% (20%)",NA,"10-25% (14%)","5-10% (3%)","<5% (0%)","Rumex scutatus",119587,"Rumex scutatus L., 1753",119587,"Rumex scutatus","Rumex scutatus L., 1753","Polygonaceae","8",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 7 ; Blocs : 25 ; Cailloux : 20 ; Graviers : 14 ; Sable : 3 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 31 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2012 ; Age : 7","Glacier Blanc","0-7 yrs","0-7 yrs",NA
"56",10,"GB-01",58.5,24802837,8661042,"Band : B","8/10/2020",983706.88,6474710.88,6.62188,45.3132,"Glacier de G<e9>broulaz",2585,"50-75% (60%)",NA,NA,NA,NA,"25-50% (38%)","25-50% (27%)","10-25% (10%)",NA,"<5% (1%)","<5% (0%)",NA,"Veronica alpina L., 1753",128789,"Veronica alpina L., 1753",128789,"Veronica alpina","Veronica alpina L., 1753","Plantaginaceae","+","7",NA,NA,NA,NA,"1",NA,"ROCVEG : GB-01 ; Band : B ; Time : 11:43 ; Soil crust : 2 ; Moss : 50 ; Cyanobact : 50 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"57",10,"O104",14,36714422,12117901,"Band : 2","8/27/2020",1014846.61,6552607.5,7.06997,46.00016,"Glacier d'Orny",NA,"5-10% (7%)",NA,NA,NA,NA,">75% (95%)","10-25% (13%)","25-50% (31%)",NA,"25-50% (40%)","5-10% (8%)",NA,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","3","8",NA,NA,NA,NA,"1",NA,"ROCVEG : O104 ; Band : 2 ; Time : 15:28 ; Soil crust : 1 ; Moss : 1000 ; Cyanobact : 0 ; Lichen : 0 ; BSC : NA ; Photo number : NA","Orny","12-19 years","7-13 years",NA
"58",10,"P01",169,33521647,10400805,"Band : LIA","7/8/2019",1000689.4,6540557.22,6.8796167,45.8982,"Glacier des P<e9>lerins",2118,">75% (80%)",NA,NA,NA,NA,"10-25% (15%)","5-10% (7%)","5-10% (7%)",NA,"<5% (1%)",NA,NA,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana","Agrostis schraderiana Bech., 1938","Poaceae","10","12",NA,NA,NA,NA,NA,NA,"ROCVEG : P01 ; Band : LIA ; Time : NA ; Soil crust : 5% ; Moss : 3% ; Cyanobact : NA ; Lichen : 2% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","LIA - Control",NA
"59",10,"S1-02",11,24792849,8659326,"Band : 1","7/21/2020",948858.78,6457089.94,6.16849,45.16817,"Glacier de Saint-Sorlin",2710,"5-10% (9%)",NA,NA,NA,NA,">75% (91%)","5-10% (9%)","25-50% (40%)",NA,"25-50% (32%)","<5% (2%)",NA,"Papaver alpinum L., 1753",112276,"Papaver alpinum L., 1753",138547,"Papaver alpinum subsp. alpinum","Papaver alpinum subsp. alpinum L., 1753","Papaveraceae","1","9",NA,NA,NA,NA,"1",NA,"ROCVEG : S1-02 ; Band : 1 ; Time : 11:46 ; Soil crust : + ; Moss : + ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","7-12 years","7-13 years",NA
"60",10,"T03",174,33524140,10401733,"Band : LIA","7/11/2019",1005752.63,6552175.17,6.9523333,46.00043,"Glacier du Tour",1502,">75% (90%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Hieracium L., 1753",193276,"Hieracium L., 1753",193276,"Hieracium","Hieracium L., 1753","Asteraceae","2","5",NA,NA,NA,NA,NA,NA,"ROCVEG : T03 ; Band : LIA ; Time : NA ; Soil crust : 0% ; Moss : 0% ; Cyanobact : 0% ; Lichen : 0% ; BSC : NA ; Photo number : NA","Tour","LIA - Control","LIA - Control",NA
"61",11,"B1_04",6.5,34900915,10971337,"Band : B1","7/19/2019",968555.39,6432149.38,6.405282492,44.93642267,"Glacier Blanc",2527,NA,"<5% (0%)","<5% (0%)","25-50% (31%)","<5% (0%)",NA,"25-50% (25%)","10-25% (20%)",NA,"10-25% (14%)","5-10% (3%)","<5% (0%)","Saxifraga aizoides",120965,"Saxifraga aizoides L., 1753",120965,"Saxifraga aizoides","Saxifraga aizoides L., 1753","Saxifragaceae","14",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 7 ; Blocs : 25 ; Cailloux : 20 ; Graviers : 14 ; Sable : 3 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 31 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2012 ; Age : 7","Glacier Blanc","0-7 yrs","0-7 yrs",NA
"62",11,"GB-01",58.5,24802832,8661042,"Band : B","8/10/2020",983706.88,6474710.88,6.62188,45.3132,"Glacier de G<e9>broulaz",2585,"50-75% (60%)",NA,NA,NA,NA,"25-50% (38%)","25-50% (27%)","10-25% (10%)",NA,"<5% (1%)","<5% (0%)",NA,"Trifolium pallescens Schreb., 1804",127419,"Trifolium pallescens Schreb., 1804",127419,"Trifolium pallescens","Trifolium pallescens Schreb., 1804","Fabaceae","20","3",NA,NA,NA,NA,"1",NA,"ROCVEG : GB-01 ; Band : B ; Time : 11:43 ; Soil crust : 2 ; Moss : 50 ; Cyanobact : 50 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"63",11,"O108",10.5,36714628,12117934,"Band : 2012-2017","8/27/2020",1014799.75,6552629.55,7.06938,46.00038,"Glacier d'Orny",NA,"<5% (1%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cerastium uniflorum Clairv., 1811",90116,"Cerastium uniflorum Clairv., 1811",90116,"Cerastium uniflorum","Cerastium uniflorum Clairv., 1811","Caryophyllaceae","1","2",NA,NA,NA,"1","1",NA,"ROCVEG : O108 ; Band : 2012-2017 ; Time : 14:00 ; Soil crust : 0 ; Moss : 0 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 0 ; Photo number : NA","Orny","7-12 years","7-13 years",NA
"64",11,"P01",169,33521641,10400805,"Band : LIA","7/8/2019",1000689.4,6540557.22,6.8796167,45.8982,"Glacier des P<e9>lerins",2118,">75% (80%)",NA,NA,NA,NA,"10-25% (15%)","5-10% (7%)","5-10% (7%)",NA,"<5% (1%)",NA,NA,"Campanula scheuchzeri Vill., 1779",87724,"Campanula scheuchzeri Vill., 1779",132522,"Campanula scheuchzeri subsp. scheuchzeri","Campanula scheuchzeri subsp. scheuchzeri Vill., 1779","Campanulaceae","2","7",NA,NA,NA,NA,NA,NA,"ROCVEG : P01 ; Band : LIA ; Time : NA ; Soil crust : 5% ; Moss : 3% ; Cyanobact : NA ; Lichen : 2% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","LIA - Control",NA
"65",11,"S1-02",11,24792851,8659326,"Band : 1","7/21/2020",948858.78,6457089.94,6.16849,45.16817,"Glacier de Saint-Sorlin",2710,"5-10% (9%)",NA,NA,NA,NA,">75% (91%)","5-10% (9%)","25-50% (40%)",NA,"25-50% (32%)","<5% (2%)",NA,"Sagina saginoides (L.) H.Karst., 1882",119827,"Sagina saginoides (L.) H.Karst., 1882",119827,"Sagina saginoides","Sagina saginoides (L.) H.Karst., 1882","Caryophyllaceae","+","4",NA,NA,NA,NA,"1",NA,"ROCVEG : S1-02 ; Band : 1 ; Time : 11:46 ; Soil crust : + ; Moss : + ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","7-12 years","7-13 years",NA
"66",11,"T03",174,33524132,10401733,"Band : LIA","7/11/2019",1005752.63,6552175.17,6.9523333,46.00043,"Glacier du Tour",1502,">75% (90%)",NA,NA,NA,NA,"10-25% (10%)","10-25% (10%)",NA,NA,NA,NA,NA,"Calamagrostis villosa (Chaix) J.F.Gmel., 1791",87299,"Calamagrostis villosa (Chaix) J.F.Gmel., 1791",87299,"Calamagrostis villosa","Calamagrostis villosa (Chaix) J.F.Gmel., 1791","Poaceae","30","50",NA,NA,NA,NA,NA,NA,"ROCVEG : T03 ; Band : LIA ; Time : NA ; Soil crust : 0% ; Moss : 0% ; Cyanobact : 0% ; Lichen : 0% ; BSC : NA ; Photo number : NA","Tour","LIA - Control","LIA - Control",NA
"67",12,"B1_06",3.5,34900916,10971319,"Band : B1","7/19/2019",968535.54,6432269.13,6.405096544,44.93750755,"Glacier Blanc",2556,NA,"<5% (0%)","<5% (0%)","10-25% (11%)","<5% (0%)",NA,"10-25% (10%)","25-50% (43%)",NA,"10-25% (12%)","5-10% (4%)","<5% (1%)","Agrostis alpina",80564,"Agrostis alpina Scop., 1771",80564,"Agrostis alpina","Agrostis alpina Scop., 1771","Poaceae","0,2",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 19 ; Blocs : 10 ; Cailloux : 43 ; Graviers : 12 ; Sable : 4 ; Liti<e8>re : 1 ; Mousses humides : 0 ; Herbac<e9>es : 11 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2015 ; Age : 4","Glacier Blanc","0-7 yrs","0-7 yrs",NA
"68",12,"GB-01",58.5,24802840,8661042,"Band : B","8/10/2020",983706.88,6474710.88,6.62188,45.3132,"Glacier de G<e9>broulaz",2585,"50-75% (60%)",NA,NA,NA,NA,"25-50% (38%)","25-50% (27%)","10-25% (10%)",NA,"<5% (1%)","<5% (0%)",NA,"Gnaphalium hoppeanum W.D.J.Koch, 1846",100470,"Gnaphalium hoppeanum W.D.J.Koch, 1846",110061,"Omalotheca hoppeana","Omalotheca hoppeana (W.D.J.Koch) Sch.Bip. & F.W.Schultz, 1861","Asteraceae","+","3",NA,NA,NA,NA,"1",NA,"ROCVEG : GB-01 ; Band : B ; Time : 11:43 ; Soil crust : 2 ; Moss : 50 ; Cyanobact : 50 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","36-100 yrs","30-120 yrs",NA
"69",12,"O108",10.5,36714625,12117934,"Band : 2012-2017","8/27/2020",1014799.75,6552629.55,7.06938,46.00038,"Glacier d'Orny",NA,"<5% (1%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","+","4",NA,NA,NA,"1",NA,NA,"ROCVEG : O108 ; Band : 2012-2017 ; Time : 14:00 ; Soil crust : 0 ; Moss : 0 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 0 ; Photo number : NA","Orny","7-12 years","7-13 years",NA
"70",12,"P01",169,33521643,10400805,"Band : LIA","7/8/2019",1000689.4,6540557.22,6.8796167,45.8982,"Glacier des P<e9>lerins",2118,">75% (80%)",NA,NA,NA,NA,"10-25% (15%)","5-10% (7%)","5-10% (7%)",NA,"<5% (1%)",NA,NA,"Gnaphalium supinum L., 1768",100515,"Gnaphalium supinum L., 1768",110063,"Omalotheca supina","Omalotheca supina (L.) DC., 1838","Asteraceae","0.1","5",NA,NA,NA,NA,NA,NA,"ROCVEG : P01 ; Band : LIA ; Time : NA ; Soil crust : 5% ; Moss : 3% ; Cyanobact : NA ; Lichen : 2% ; BSC : 1cm ; Photo number : NA","Pelerins","LIA - Control","LIA - Control",NA
