cdref7,CD_REF7,libcdref7,STRATEGIES_CSR,comment,SA_CSR,JVE_CSR
139765,139765,"Ranunculus parnassifolius subsp. heterocarpus Küpfer, 1975",,,css,
139765,139765,"Ranunculus parnassifolius subsp. heterocarpus Küpfer, 1975",css,,css,css
117174,117174,"Ranunculus platanifolius L., 1767",ccs,,ccs,ccs
117201,117201,"Ranunculus repens L., 1753",crr,,crr,crr
117222,117222,"Ranunculus sartorianus Boiss. & Heldr., 1854",,,ccs,
117222,117222,"Ranunculus sartorianus Boiss. & Heldr., 1854",ccs,,ccs,ccs
117228,117228,"Ranunculus seguieri Vill., 1779",css,,css,css
117231,117231,"Ranunculus serpens Schrank, 1789",ccs,,ccs,ccs
117249,117249,"Ranunculus thora L., 1753",css,,css,css
139818,139818,"Ranunculus trichophyllus subsp. eradicatus (Laest.) C.D.K.Cook, 1967",css,,css,css
117262,117262,"Ranunculus tuberosus Lapeyr., 1813",ccs,,ccs,ccs
117426,117426,"Reichardia picroides (L.) Roth, 1787",crs,,crs,crs
117458,117458,"Reseda lutea L., 1753",crs,,crs,crs
117469,117469,"Reseda phyteuma L., 1753",rrr,,rrr,rrr
117469,117469,"Reseda phyteuma L., 1753",,,rrr,
117526,117526,"Rhamnus alaternus L., 1753",,,ccc,
117526,117526,"Rhamnus alaternus L., 1753",ccc,,ccc,ccc
117528,117528,"Rhamnus alpina L., 1753",ccs,,ccs,ccs
117530,117530,"Rhamnus cathartica L., 1753",ccc,,ccc,ccc
117530,117530,"Rhamnus cathartica L., 1753",,,ccc,
117548,117548,"Rhamnus pumila Turra, 1764",ccs,,ccs,ccs
139882,139882,Rhamnus saxatilis subsp. saxatilis,,,ccs,
139882,139882,Rhamnus saxatilis subsp. saxatilis,ccs,,ccs,ccs
139882,139882,Rhamnus saxatilis subsp. saxatilis,,,ccs,
139882,139882,Rhamnus saxatilis subsp. saxatilis,,,ccs,
117587,117587,"Rhinanthus alectorolophus (Scop.) Pollich, 1777",rrs,,rrs,rrs
117590,117590,"Rhinanthus angustifolius C.C.Gmel., 1806",rrs,,rrs,rrs
117590,117590,"Rhinanthus angustifolius C.C.Gmel., 1806",,,rrs,
117595,117595,"Rhinanthus burnatii (Chabert) Soó, 1929",rrs,,rrs,rrs
117616,117616,"Rhinanthus minor L., 1756",rrs,,rrs,rrs
117619,117619,"Rhinanthus ovifugus Chabert, 1899",rrs,,rrs,rrs
117624,117624,"Rhinanthus pseudoantiquus Kunz, 1969",rrs,,rrs,rrs
117625,117625,"Rhinanthus pumilus (Sterneck) Soldano, 1986",rrs,,rrs,rrs
4950,4950,Rhizomnium magnifolium (Horik.) T.J.Kop.,,,,
4952,4952,Rhizomnium punctatum (Hedw.) T.J.Kop.,,,,
117668,117668,"Rhodiola rosea L., 1753",ccs,,ccs,ccs
4910,4910,Rhodobryum roseum (Hedw.) Limpr.,,,,
117679,117679,"Rhododendron ferrugineum L., 1753",ccs,,ccs,ccs
6120,6120,Rhytidiadelphus triquetrus (Hedw.) Warnst.,,,,
6124,6124,Rhytidium rugosum (Hedw.) Kindb.,,,,
117748,117748,"Ribes alpinum L., 1753",ccc,,ccc,ccc
117771,117771,"Ribes petraeum Wulfen, 1781",ccc,,ccc,ccc
117787,117787,"Ribes uva-crispa L., 1753",ccc,,ccc,ccc
117860,117860,"Robinia pseudoacacia L., 1753",ccc,,ccc,ccc
117940,117940,"Rorippa islandica (Oeder ex Gunnerus) Borbás, 1900",crr,,crr,crr
117986,117986,"Rosa agrestis Savi, 1798",ccc,,ccc,ccc
118016,118016,"Rosa arvensis Huds., 1762",ccc,,ccc,ccc
118064,118064,"Rosa caesia Sm., 1812",ccc,,ccc,ccc
118073,118073,"Rosa canina L., 1753",ccc,,ccc,ccc
118645,118645,"Rosa chavinii Rapin ex Reut., 1861",ccc,,ccc,ccc
118666,118666,"Rosa dumalis Bechst., 1810",ccc,,ccc,ccc
118158,118158,"Rosa elliptica Tausch, 1819",ccc,,ccc,ccc
118329,118329,"Rosa micrantha Borrer ex Sm., 1812",ccc,,ccc,ccc
118343,118343,"Rosa montana Chaix, 1785",ccc,,ccc,ccc
118397,118397,"Rosa pendulina L., 1753",ccc,,ccc,ccc
118416,118416,"Rosa pouzinii Tratt., 1823",ccs,,ccs,ccs
118474,118474,"Rosa rubiginosa L., 1771",ccc,,ccc,ccc
118557,118557,"Rosa tomentosa Sm., 1800",ccc,,ccc,ccc
118582,118582,"Rosa villosa L., 1753",ccc,,ccc,ccc
118592,118592,"Rosa vosagiaca Desp., 1828",,ccc,ccc,
118916,118916,"Rubia peregrina L., 1753",,,ccs,
118993,118993,"Rubus caesius L., 1753",ccs,,ccs,ccs
119003,119003,"Rubus canescens DC., 1813",,,ccs,
119097,119097,"Rubus fruticosus L., 1753",,,ccs,
119149,119149,"Rubus idaeus L., 1753",crs,,crs,crs
119318,119318,"Rubus saxatilis L., 1753",css,,css,css
119373,119373,"Rubus ulmifolius Schott, 1818",,,ccs,
119373,119373,"Rubus ulmifolius Schott, 1818",ccs,,ccs,ccs
140321,140321,Rumex acetosa L. subsp. acetosa,crs,,crs,crs
140321,140321,Rumex acetosa L. subsp. acetosa,,,crs,
119419,119419,"Rumex acetosella L., 1753",crs,,crs,crs
119419,119419,"Rumex acetosella L., 1753",,,crs,
119419,119419,"Rumex acetosella L., 1753",crs,,crs,crs
119450,119450,"Rumex arifolius All., 1773",crs,,crs,crs
119473,119473,"Rumex crispus L., 1753",crr,,crr,crr
119473,119473,"Rumex crispus L., 1753",,,crr,
119550,119550,"Rumex obtusifolius L., 1753",ccr,,ccr,ccr
119550,119550,"Rumex obtusifolius L., 1753",,,ccr,
119587,119587,"Rumex scutatus L., 1753",css,,css,css
119698,119698,"Ruscus aculeatus L., 1753",ccc,,ccc,ccc
119707,119707,"Ruta angustifolia Pers., 1805",ccs,,ccs,ccs
119798,119798,"Sagina glabra (Willd.) Fenzl, 1833",crs,,crs,crs
140428,140428,Sagina saginoides (L.) H.Karst. subsp. saginoides,,,css,
140428,140428,Sagina saginoides (L.) H.Karst. subsp. saginoides,css,,css,css
140437,140437,Salix alba var. alba,ccc,,ccc,ccc
119933,119933,"Salix appendiculata Vill., 1789",ccc,,ccc,ccc
119968,119968,"Salix breviserrata Flod., 1940",ccs,,ccs,ccs
119970,119970,"Salix caesia Vill., 1789",ccc,,ccc,ccc
119977,119977,"Salix caprea L., 1753",ccc,,ccc,ccc
119991,119991,"Salix cinerea L., 1753",ccc,,ccc,ccc
120009,120009,"Salix daphnoides Vill., 1779",ccc,,ccc,ccc
120029,120029,"Salix eleagnos Scop., 1772",,,ccr,
120029,120029,"Salix eleagnos Scop., 1772",ccr,,ccr,ccr
120029,120029,"Salix eleagnos Scop., 1772",ccc,,ccc,ccc
120037,120037,"Salix foetida Schleich. ex DC., 1805",ccc,,ccc,ccc
120040,120040,"Salix fragilis L., 1753",ccc,,ccc,ccc
120048,120048,"Salix glaucosericea Flod., 1943",ccs,,ccs,ccs
120052,120052,"Salix hastata L., 1753",ccc,,ccc,ccc
120056,120056,"Salix helvetica Vill., 1789",ccs,,ccs,ccs
120057,120057,"Salix herbacea L., 1753",css,,css,css
120085,120085,"Salix laggeri Wimm., 1854",ccc,,ccc,ccc
120135,120135,"Salix myrsinifolia Salisb., 1796",ccc,,ccc,ccc
120135,120135,"Salix myrsinifolia Salisb., 1796",,,ccc,
120163,120163,"Salix pentandra L., 1753",ccc,,ccc,ccc
120189,120189,"Salix purpurea L., 1753",ccr,,ccr,ccr
120189,120189,"Salix purpurea L., 1753",,,ccr,
120189,120189,"Salix purpurea L., 1753",,,ccr,
120193,120193,"Salix reticulata L., 1753",css,,css,css
120195,120195,"Salix retusa L., 1759",css,,css,css
120219,120219,"Salix serpyllifolia Scop., 1772",css,,css,css
120246,120246,"Salix triandra L., 1753",,,ccs,
120246,120246,"Salix triandra L., 1753",ccs,,ccs,ccs
120246,120246,"Salix triandra L., 1753",ccs,,ccs,ccs
120619,120619,"Salvia aethiopis L., 1753",crs,,crs,crs
120643,120643,"Salvia glutinosa L., 1753",ccs,,ccs,ccs
120685,120685,"Salvia pratensis L., 1753",,,crs,
120685,120685,"Salvia pratensis L., 1753",crs,,crs,crs
120691,120691,"Salvia sclarea L., 1753",crs,,crs,crs
120703,120703,"Salvia verticillata L., 1753",crs,,crs,crs
120717,120717,"Sambucus nigra L., 1753",ccc,,ccc,ccc
120720,120720,"Sambucus racemosa L., 1753",ccc,,ccc,ccc
120732,120732,"Samolus valerandi L., 1753",css,,css,css
120772,120772,"Sanicula europaea L., 1753",crs,,crs,crs
5786,5786,Sanionia uncinata (Hedw.) Loeske,,,,
140569,140569,Saponaria ocymoides L. subsp. ocymoides,css,,css,css
140569,140569,Saponaria ocymoides L. subsp. ocymoides,,,css,
120824,120824,"Saponaria officinalis L., 1753",ccc,,ccc,ccc
120908,120908,"Satureja montana L., 1753",ccr,,ccr,ccr
140595,140595,"Saussurea alpina subsp. depressa (Gren.) Gremli, 1878",css,,css,css
120965,120965,"Saxifraga aizoides L., 1753",css,,css,css
120973,120973,"Saxifraga androsacea L., 1753",sss,,sss,sss
120978,120978,"Saxifraga aspera L., 1753",css,,css,css
120988,120988,"Saxifraga bryoides L., 1753",css,,css,css
120994,120994,"Saxifraga caesia L., 1753",sss,,sss,sss
120995,120995,"Saxifraga callosa Sm., 1791",sss,,sss,sss
120995,120995,"Saxifraga callosa Sm., 1791",,,sss,
120995,120995,"Saxifraga callosa Sm., 1791",,,sss,
121012,121012,"Saxifraga cochlearis Rchb., 1832",sss,,sss,sss
140615,140615,Saxifraga cuneifolia L. subsp. cuneifolia,css,,css,css
121031,121031,"Saxifraga cuneifolia L., 1759",,,css,
140616,140616,"Saxifraga cuneifolia subsp. robusta D.A.Webb, 1988",sss,,sss,sss
121039,121039,"Saxifraga diapensioides Bellardi, 1792",sss,,sss,sss
140630,140630,"Saxifraga exarata subsp. pseudoexarata (Braun-Blanq.) D.A.Webb, 1987",sss,,sss,sss
140624,140624,Saxifraga exarata Vill. subsp. exarata,sss,,sss,sss
121047,121047,"Saxifraga exarata Vill., 1779",,,sss,
121054,121054,"Saxifraga florulenta Moretti, 1823",sss,,sss,sss
121132,121132,"Saxifraga oppositifolia L., 1753",,,css,
121132,121132,"Saxifraga oppositifolia L., 1753",,,css,
121132,121132,"Saxifraga oppositifolia L., 1753",css,,css,css
121139,121139,"Saxifraga paniculata Mill., 1768",sss,,sss,sss
121144,121144,"Saxifraga pedemontana All., 1785",,,css,
121174,121174,"Saxifraga retusa Gouan, 1773",,,css,
140682,140682,"Saxifraga retusa subsp. augustana (Vacc.) P.Fourn., 1936",css,,css,css
121177,121177,"Saxifraga rotundifolia L., 1753",ccs,,ccs,ccs
140693,140693,"Saxifraga stellaris subsp. robusta (Engl.) Gremli, 1885",css,,css,css
140693,140693,"Saxifraga stellaris subsp. robusta (Engl.) Gremli, 1885",css,,css,css
121201,121201,"Saxifraga tridactylites L., 1753",rrs,,rrs,rrs
121334,121334,"Scabiosa columbaria L., 1753",crs,,crs,crs
121367,121367,"Scabiosa lucida Vill., 1779",crs,,crs,crs
121367,121367,"Scabiosa lucida Vill., 1779",crs,,crs,crs
121367,121367,"Scabiosa lucida Vill., 1779",,,crs,
121414,121414,"Scabiosa triandra L., 1753",crs,,crs,crs
140750,140750,"Scandix pecten-veneris subsp. hispanica (Boiss.) Bonnier & Layens, 1894",rrr,,rrr,rrr
121581,121581,"Schoenus nigricans L., 1753",css,,css,css
140793,140793,Scleranthus perennis L. subsp. perennis,,,sss,
140793,140793,Scleranthus perennis L. subsp. perennis,sss,,sss,sss
121860,121860,"Sclerochloa dura (L.) P.Beauv., 1812",rrr,,rrr,rrr
5802,5802,Scorpidium scorpioides (Hedw.) Limpr.,,,,
121937,121937,"Scorzonera aristata Ramond ex DC., 1805",crs,,crs,crs
121988,121988,"Scorzoneroides autumnalis (L.) Moench, 1794",,,crr,
121988,121988,"Scorzoneroides autumnalis (L.) Moench, 1794",crr,,crr,crr
121989,121989,"Scorzoneroides montana (Lam.) Holub, 1977",crs,,crs,crs
611356,611356,"Scorzoneroides pyrenaica (Gouan) Holub, 1977",crs,,crs,crs
611356,611356,"Scorzoneroides pyrenaica (Gouan) Holub, 1977",crs,,crs,crs
122028,122028,"Scrophularia nodosa L., 1753",ccs,,ccs,ccs
122060,122060,"Scrophularia vernalis L., 1753",crr,,crr,crr
122062,122062,"Scutellaria alpina L., 1753",css,,css,css
122101,122101,"Sedum acre L., 1753",rss,,rss,rss
122106,122106,"Sedum album L., 1753",,,sss,
122106,122106,"Sedum album L., 1753",sss,,sss,sss
122106,122106,"Sedum album L., 1753",,,sss,
122107,122107,"Sedum alpestre Vill., 1779",sss,,sss,sss
122116,122116,"Sedum annuum L., 1753",sss,,sss,sss
122124,122124,"Sedum atratum L., 1763",rss,,rss,rss
122150,122150,"Sedum dasyphyllum L., 1753",sss,,sss,sss
122163,122163,"Sedum fragrans 't Hart, 1983",css,,css,css
122209,122209,"Sedum monregalense Balb., 1804",sss,,sss,sss
122211,122211,"Sedum montanum Perrier & Songeon, 1864",sss,,sss,sss
122243,122243,"Sedum rubens L., 1753",css,,css,css
122246,122246,"Sedum rupestre L., 1753",,,css,
122246,122246,"Sedum rupestre L., 1753",sss,,sss,sss
122254,122254,"Sedum sediforme (Jacq.) Pau, 1909",sss,,sss,sss
122256,122256,"Sedum sexangulare L., 1753",sss,,sss,sss
122308,122308,"Selaginella selaginoides (L.) P.Beauv. ex Schrank & Mart., 1829",css,,css,css
122419,122419,"Sempervivum arachnoideum L., 1753",sss,,sss,sss
122428,122428,"Sempervivum calcareum Jord., 1849",sss,,sss,sss
612569,612569,"Sempervivum globiferum subsp. allionii (Jord. & Fourr.) 't Hart & Bleij, 1999",sss,,sss,sss
122467,122467,"Sempervivum montanum L., 1753",,,sss,
122467,122467,"Sempervivum montanum L., 1753",sss,,sss,sss
122467,122467,"Sempervivum montanum L., 1753",sss,,sss,sss
122493,122493,"Sempervivum tectorum L., 1753",,,sss,
122493,122493,"Sempervivum tectorum L., 1753",sss,,sss,sss
122504,122504,"Sempervivum x barbulatum Schott, 1853",,sss,sss,
122592,122592,"Senecio doria L., 1759",ccs,,ccs,ccs
140941,140941,Senecio doronicum (L.) L. subsp. doronicum,css,,css,css
140979,140979,"Senecio ovatus subsp. alpestris (Gaudin) Herborg, 1987",ccs,,ccs,ccs
140979,140979,"Senecio ovatus subsp. alpestris (Gaudin) Herborg, 1987",,,ccs,
140979,140979,"Senecio ovatus subsp. alpestris (Gaudin) Herborg, 1987",ccs,,ccs,ccs
122744,122744,"Senecio viscosus L., 1753",rrs,,rrs,rrs
122837,122837,"Serapias vomeracea (Burm.f.) Briq., 1910",crs,,crs,crs
122837,122837,"Serapias vomeracea (Burm.f.) Briq., 1910",,,crs,
611924,611924,"Seseli annuum subsp. carvifolium (Vill.) P.Fourn., 1937",crs,,crs,crs
123023,123023,"Seseli galloprovinciale Reduron, 1993",ccs,,ccs,ccs
123037,123037,"Seseli montanum L., 1753",ccs,,ccs,ccs
123071,123071,"Sesleria caerulea (L.) Ard., 1763",ccs,,ccs,ccs
123164,123164,"Sherardia arvensis L., 1753",,,rrr,
123164,123164,"Sherardia arvensis L., 1753",rrr,,rrr,rrr
123164,123164,"Sherardia arvensis L., 1753",,,rrr,
123176,123176,"Sibbaldia procumbens L., 1753",css,,css,css
141108,141108,Silene acaulis (L.) Jacq. subsp. acaulis,,,css,
141108,141108,Silene acaulis (L.) Jacq. subsp. acaulis,css,,css,css
141108,141108,Silene acaulis (L.) Jacq. subsp. acaulis,css,,css,css
123374,123374,"Silene acaulis (L.) Jacq., 1762",,,css,
141110,141110,"Silene acaulis subsp. bryoides (Jord.) Nyman, 1878",css,,css,css
123425,123425,"Silene campanula Pers., 1805",crs,,crs,crs
123450,123450,"Silene cordifolia All., 1785",css,,css,css
151786,151786,Silene dioica (L.) Clairv. var. dioica,crs,,crs,crs
123512,123512,"Silene italica (L.) Pers., 1805",ccs,,ccs,ccs
123522,123522,"Silene latifolia Poir., 1789",crr,,crr,crr
123522,123522,"Silene latifolia Poir., 1789",crs,,crs,crs
123522,123522,"Silene latifolia Poir., 1789",,,crs,
123560,123560,"Silene nemoralis Waldst. & Kit., 1812",ccr,,ccr,ccr
141182,141182,Silene nutans L. subsp. nutans,,,ccs,
141182,141182,Silene nutans L. subsp. nutans,ccs,,ccs,ccs
141182,141182,Silene nutans L. subsp. nutans,,,ccs,
141180,141180,"Silene nutans subsp. insubrica (Gaudin) Soldano, 1991",,,ccs,
141180,141180,"Silene nutans subsp. insubrica (Gaudin) Soldano, 1991",,,ccs,
123577,123577,"Silene otites (L.) Wibel, 1799",css,,css,css
123628,123628,"Silene saxifraga L., 1753",css,,css,css
123669,123669,"Silene vallesia L., 1759",css,,css,css
141214,141214,Silene vulgaris (Moench) Garcke subsp. vulgaris,,,crs,
141214,141214,Silene vulgaris (Moench) Garcke subsp. vulgaris,,,crs,
141214,141214,Silene vulgaris (Moench) Garcke subsp. vulgaris,,,crs,
141214,141214,Silene vulgaris (Moench) Garcke subsp. vulgaris,crs,,crs,crs
141214,141214,Silene vulgaris (Moench) Garcke subsp. vulgaris,,,crs,
123683,123683,"Silene vulgaris (Moench) Garcke, 1869",,,crs,
141212,141212,"Silene vulgaris subsp. prostrata (Gaudin) Schinz & Thell., 1923",css,,css,css
141212,141212,"Silene vulgaris subsp. prostrata (Gaudin) Schinz & Thell., 1923",crs,,crs,crs
123713,123713,"Sinapis arvensis L., 1753",crr,,crr,crr
123804,123804,"Sisymbrium austriacum Jacq., 1775",,,crs,
141237,141237,"Sisymbrium austriacum subsp. chrysanthum (Jord.) Rouy & Foucaud, 1895",,,crs,
123863,123863,"Sisymbrium officinale (L.) Scop., 1772",crr,,crr,crr
124034,124034,"Solanum dulcamara L., 1753",crs,,crs,crs
124139,124139,"Soldanella alpina L., 1753",css,,css,css
141299,141299,Solidago virgaurea L. subsp. virgaurea,crs,,crs,crs
124205,124205,"Solidago virgaurea L., 1753",,,crs,
141301,141301,Sonchus arvensis L. subsp. arvensis,,,crs,
141304,141304,Sonchus asper (L.) Hill subsp. asper,crr,,crr,crr
141304,141304,Sonchus asper (L.) Hill subsp. asper,,,crr,
124306,124306,"Sorbus aria (L.) Crantz, 1763",ccs,,ccs,ccs
124308,124308,"Sorbus aucuparia L., 1753",ccs,,ccs,ccs
124308,124308,"Sorbus aucuparia L., 1753",,,ccs,
124314,124314,"Sorbus chamaemespilus (L.) Crantz, 1763",ccs,,ccs,ccs
124319,124319,"Sorbus domestica L., 1753",ccs,,ccs,ccs
124329,124329,"Sorbus mougeotii Soy.-Will. & Godr., 1858",ccs,,ccs,ccs
124405,124405,"Sparganium angustifolium Michx., 1803",,ccs,ccs,
124453,124453,"Spartium junceum L., 1753",ccc,,ccc,ccc
6754,6754,Sphagnum auriculatum Schimp.,,,,
6732,6732,Sphagnum centrale C.E.O.Jensen,,,,
6797,6797,Sphagnum teres (Schimp.) Ångstr.,,,,
6802,6802,Sphagnum warnstorfii Russow,,,,
124740,124740,"Stachys alpina L., 1753",ccs,,ccs,ccs
124805,124805,"Stachys recta L., 1767",css,,css,css
124805,124805,"Stachys recta L., 1767",,,css,
124814,124814,"Stachys sylvatica L., 1753",crs,,crs,crs
124842,124842,"Staehelina dubia L., 1753",ccs,,ccs,ccs
124967,124967,"Stellaria alsine Grimm, 1767",css,,css,css
125000,125000,"Stellaria graminea L., 1753",crs,,crs,crs
125014,125014,"Stellaria media (L.) Vill., 1789",crr,,crr,crr
125021,125021,"Stellaria nemorum L., 1753",,,crs,
141461,141461,"Stellaria nemorum subsp. montana (Pierrat) Berher, 1887",crs,,crs,crs
141475,141475,Stipa eriocaulis Borbás subsp. eriocaulis,css,,css,css
125142,125142,"Stipa eriocaulis Borbás, 1878",,,css,
125226,125226,"Streptopus amplexifolius (L.) DC., 1805",ccs,,ccs,ccs
125295,125295,"Succisa pratensis Moench, 1794",css,,css,css
125319,125319,"Swertia perennis L., 1753",css,,css,css
125364,125364,"Symphytum tuberosum L., 1753",ccs,,ccs,ccs
434237,434237,Syntrichia norvegica F.Weber,,,,
125460,125460,"Tanacetum corymbosum (L.) Sch.Bip., 1844",ccs,,ccs,ccs
125474,125474,"Tanacetum vulgare L., 1753",ccc,,ccc,ccc
125502,125502,"Taraxacum aquilonare Hand.-Mazz., 1912",crs,,crs,crs
125585,125585,"Taraxacum erythrospermum Andrz. ex Besser, 1821",,crs,crs,
125602,125602,"Taraxacum fulvum Raunk., 1906",,crs,crs,
125686,125686,"Taraxacum palustre (Lyons) Symons, 1798",crs,,crs,crs
125747,125747,"Taraxacum schroeterianum Hand.-Mazz., 1905",crs,,crs,crs
125892,125892,"Tephroseris balbisiana (DC.) Holub, 1973",ccs,,ccs,ccs
141546,141546,Tephroseris integrifolia (L.) Holub subsp. integrifolia,ccs,,ccs,ccs
141546,141546,Tephroseris integrifolia (L.) Holub subsp. integrifolia,,,ccs,
141545,141545,"Tephroseris integrifolia subsp. capitata (Wahlenb.) B.Nord., 1978",ccs,,ccs,ccs
3842,3842,Tetraphis pellucida Hedw.,,,,
125976,125976,"Teucrium botrys L., 1753",rrs,,rrs,rrs
125981,125981,"Teucrium chamaedrys L., 1753",,,css,
125981,125981,"Teucrium chamaedrys L., 1753",css,,css,css
126002,126002,"Teucrium lucidum L., 1759",css,,css,css
126008,126008,"Teucrium montanum L., 1753",css,,css,css
126070,126070,"Thalictrum alpinum L., 1753",css,,css,css
126078,126078,"Thalictrum aquilegiifolium L., 1753",ccs,,ccs,ccs
126127,126127,"Thalictrum foetidum L., 1753",css,,css,css
126159,126159,"Thalictrum minus L., 1753",,,css,
141630,141630,"Thalictrum minus subsp. saxatile Ces., 1844",css,,css,css
141630,141630,"Thalictrum minus subsp. saxatile Ces., 1844",,,css,
126213,126213,"Thalictrum simplex L., 1767",,,ccs,
126268,126268,"Theligonum cynocrambe L., 1753",,,,
126287,126287,"Thesium alpinum L., 1753",css,,css,css
126303,126303,"Thesium kyrnosum Hendrych, 1964",,,,
126305,126305,"Thesium linophyllon L., 1753",css,,css,css
126305,126305,"Thesium linophyllon L., 1753",,,css,
126332,126332,"Thlaspi arvense L., 1753",rrr,,rrr,rrr
5426,5426,Thuidium tamariscinum (Hedw.) Schimp.,,,,
126465,126465,"Thymelaea dioica (Gouan) All., 1789",css,,css,css
126486,126486,"Thymus alpestris Tausch ex A.Kern., 1881",,,css,
126541,126541,"Thymus longicaulis C.Presl, 1826",css,,css,css
126563,126563,"Thymus polytrichus A.Kern. ex Borbás, 1890",,,css,
126563,126563,"Thymus polytrichus A.Kern. ex Borbás, 1890",css,,css,css
126563,126563,"Thymus polytrichus A.Kern. ex Borbás, 1890",css,,css,css
126563,126563,"Thymus polytrichus A.Kern. ex Borbás, 1890",,,css,
126566,126566,"Thymus pulegioides L., 1753",,,css,
126566,126566,"Thymus pulegioides L., 1753",css,,css,css
126566,126566,"Thymus pulegioides L., 1753",,,css,
126566,126566,"Thymus pulegioides L., 1753",,,css,
126566,126566,"Thymus pulegioides L., 1753",,,css,
126566,126566,"Thymus pulegioides L., 1753",,,css,
126582,126582,"Thymus vulgaris L., 1753",,css,css,
126628,126628,"Tilia cordata Mill., 1768",ccc,,ccc,ccc
126650,126650,"Tilia platyphyllos Scop., 1771",ccc,,ccc,ccc
126798,126798,"Tofieldia calyculata (L.) Wahlenb., 1812",css,,css,css
126821,126821,"Tolpis staticifolia (All.) Sch.Bip., 1861",crs,,crs,crs
141793,141793,Torilis arvensis (Huds.) Link subsp. arvensis,crr,,crr,crr
141793,141793,Torilis arvensis (Huds.) Link subsp. arvensis,,,crr,
126859,126859,"Torilis japonica (Houtt.) DC., 1830",crr,,crr,crr
126861,126861,"Torilis leptophylla (L.) Rchb.f., 1867",rrr,,rrr,rrr
5350,5350,Tortella tortuosa (Hedw.) Limpr.,,,,
5243,5243,Tortula subulata Hedw.,,,,
126925,126925,"Tozzia alpina L., 1753",css,,css,css
127002,127002,"Tragopogon crocifolius L., 1759",crs,,crs,crs
127005,127005,"Tragopogon dubius Scop., 1772",crs,,crs,crs
127005,127005,"Tragopogon dubius Scop., 1772",,,crs,
127005,127005,"Tragopogon dubius Scop., 1772",,,crs,
127028,127028,"Tragopogon porrifolius L., 1753",crs,,crs,crs
127028,127028,"Tragopogon porrifolius L., 1753",crs,,crs,crs
127029,127029,"Tragopogon pratensis L., 1753",,,crs,
141820,141820,"Tragopogon pratensis subsp. orientalis (L.) Celak., 1871",crs,,crs,crs
127117,127117,"Traunsteinera globosa (L.) Rchb., 1842",crs,,crs,crs
127191,127191,"Trichophorum alpinum (L.) Pers., 1805",css,,css,css
141824,141824,Trichophorum cespitosum (L.) Hartm. subsp. cespitosum,css,,css,css
141824,141824,Trichophorum cespitosum (L.) Hartm. subsp. cespitosum,,,css,
141825,141825,"Trichophorum cespitosum subsp. germanicum (Palla) Hegi, 1908",,,css,
127195,127195,"Trichophorum pumilum (Vahl) Schinz & Thell., 1921",css,,css,css
127216,127216,"Trifolium alpestre L., 1763",css,,css,css
127219,127219,"Trifolium alpinum L., 1753",css,,css,css
127223,127223,"Trifolium angustifolium L., 1753",rrr,,rrr,rrr
127230,127230,"Trifolium arvense L., 1753",rrr,,rrr,rrr
127230,127230,"Trifolium arvense L., 1753",,,rrr,
127233,127233,"Trifolium aureum Pollich, 1777",rrs,,rrs,rrs
127237,127237,"Trifolium badium Schreb., 1804",crs,,crs,crs
127259,127259,"Trifolium campestre Schreb., 1804",rrs,,rrs,rrs
141860,141860,Trifolium hybridum var. hybridum,ccr,,ccr,ccr
127382,127382,"Trifolium medium L., 1759",ccs,,ccs,ccs
127395,127395,"Trifolium montanum L., 1753",ccs,,ccs,ccs
127395,127395,"Trifolium montanum L., 1753",,,ccs,
127395,127395,"Trifolium montanum L., 1753",,,css,
127412,127412,"Trifolium ochroleucon Huds., 1762",ccs,,ccs,ccs
127419,127419,"Trifolium pallescens Schreb., 1804",css,,css,css
141893,141893,Trifolium pratense L. subsp. pratense,,,crs,
127439,127439,"Trifolium pratense L., 1753",crs,,crs,crs
127454,127454,"Trifolium repens L., 1753",crs,,crs,crs
127470,127470,"Trifolium scabrum L., 1753",rrs,,rrs,rrs
127495,127495,"Trifolium striatum L., 1753",,,rrs,
127495,127495,"Trifolium striatum L., 1753",rrs,,rrs,rrs
127503,127503,"Trifolium thalii Vill., 1779",ccs,,ccs,ccs
127547,127547,"Triglochin palustre L., 1753",sss,,sss,sss
127595,127595,"Trinia glauca (L.) Dumort., 1827",crs,,crs,crs
127659,127659,"Trisetum distichophyllum (Vill.) P.Beauv. ex Roem. & Schult., 1817",css,,css,css
141949,141949,Trisetum flavescens (L.) P.Beauv. subsp. flavescens,,,crs,
141949,141949,Trisetum flavescens (L.) P.Beauv. subsp. flavescens,crs,,crs,crs
141951,141951,"Trisetum flavescens subsp. purpurascens (DC.) Arcang., 1882",ccs,,ccs,ccs
127865,127865,"Trochiscanthes nodiflora (All.) W.D.J.Koch, 1824",ccs,,ccs,ccs
127872,127872,"Trollius europaeus L., 1753",ccs,,ccs,ccs
128012,128012,"Turritis glabra L., 1753",crs,,crs,crs
128042,128042,"Tussilago farfara L., 1753",crs,,crs,crs
620975,620975,"Typha domingensis Pers., 1807",ccs,,ccs,ccs
128077,128077,"Typha latifolia L., 1753",ccs,,ccs,ccs
128169,128169,"Ulmus glabra Huds., 1762",ccs,,ccs,ccs
128175,128175,"Ulmus minor Mill., 1768",,,ccs,
128175,128175,"Ulmus minor Mill., 1768",ccs,,ccs,ccs
128215,128215,"Umbilicus rupestris (Salisb.) Dandy, 1948",css,,css,css
142037,142037,Urtica dioica L. subsp. dioica,,,ccr,
